id;question;answers.a;answers.b;answers.c;answers.d;answers.e;correct_answers;nbr_correct_answers
387d220090b439d66864cf82b763894977333666eaa2ebc265f194669e22b77b;Quelle(s) est(sont) la(les) situation(s) qui correspond(ent) à une pharmacocinétique non linéaire ?;La cinétique est dose indépendante;Une saturation des mécanismes de résorption digestive;Une saturation des biotransformations hépatiques;Une augmentation faible des doses accompagnée d'une forte augmentation des concentrations plasmatiques;Une saturation de la fixation aux protéines plasmatiques;b|c|d|e;4
43cf470eed8badff8df7826afdea7fed5f658017ef9b15340e9030c978c503de;Parmi les propositions suivantes concernant l'acide urique, préciser celles qui sont exactes.;Une hyperuricémie est observée au cours de l'insuffisance rénale chronique terminale;L'acide urique est le terme ultime du catabolisme des protéines;La xanthine oxydase permet la transformation de l'acide urique en allantoïne;Une hyperuricémie peut être observée au cours du traitement par chimiothérapie des leucémies aiguës;Un déficit en Hypoxanthine-Guanine Phosphoribosyl Transférase (HGPRT) est à l'origine d'une hyperuricémie;a|d|e;3
3fc7775664451b4bed3a7b561c40ff0147b9420148125a45735e3f0c86405fe8;Les mouvements hydriques entre les secteurs extracellulaires et intracellulaires dépendent :;De la natrémie;De la pression hydrostatique artérielle;De la protidémie;De la lipémie;De l'osmolalité plasmatique;a|e;2
8046dcd39f3456097548d84e55cb63cd31e384edfaddeda473b4784726ea8512;Parmi les propositions suivantes, laquelle(ou lesquelles) est(ou sont) exacte(s) ? La cholestase se caractérise par une augmentation de :;La bilirubinémie libre;L'activité des phosphatases alcalines sériques;L'activité de l'alanine aminotransférase;La cholestérolémie totale;La triglycéridémie;b|d;2
181fdb2ce060ad67f513b82b132764a540d93bb2eb71ee2614133ca2aa43efd0;Parmi les propositions suivantes laquelle (lesquelles) est (sont) exactes(s) ? La stérilisation d'une préparation injectables peut s'effectuer :;A la température de 70°C pendant 30 min;A l'autoclave 120°C pendant 20 min;Par filtration sur membrane de 0,20ºm en atmosphère stérile;A l'aide de radiation ionisantes gamma;Par tyndallisation en présence d'antiseptique;b|c;2
083fc62f9033408e827072b0c094554985ffd39cb2e4f48cf2eb2da682c8c179;Quel signe clinique n'est jamais retrouvé lors d'une intoxication aigue à la cocaïne :;Tachycardie;Trismus;Hyperthermie;Myosis;Hallucinations;d;1
4bbbd0a6b0f6fceee5c50b549a593b4d7b663b0a6a35c4957764c468246ec9b9;Parmi les propositions suivantes, laquelle ne s'applique pas à l'immunité innée :;Non spécifique;Transférable d'un individu à un autre;Spontanée;Phagocytose;Pas de mémoire;b;1
d2bd3e51e6e453280329390e962ce10ee581382bdc5739767ff72ba5041aa424;Cochez la (ou les) cause(s) possible(s) d'hyponatrémie ou de pseudo-hyponatrémie :;Hyperprotéinémie;Hyperaldostéronisme;Traitement par diurétique thiazidique;Hyperhydratation intracellulaire;Maladie de parkinson;a|c|d;3
c4d26c6fd755dfa9578c8eaf17f9bf6d12e5de56d6250ea76c777fae1fc3c337;Concernant Echinococcus granulosus, quelle(s) est (sont) la (les) réponse(s) exacte(s) :;C'est un plathelminthe appartenant aux trématodes;Il est composé de 3 ou 4 anneaux, il a trois ventouses, et un rostre avec une double couronne de crochets;L'hôte définitif appartient aux canidés, il héberge la forme larvaire du parasite.;Dans 70% des cas environ, il provoque une hydatidose hépatique;L'hyperéosinophilie est forte et constante;d;1
877098819652d1ec59d60bd717398260f84b421eb9d3423d6caa260ef912c8e0;Parmi les propositions suivantes concernant la protométrie en milieu non aqueux, indiquez celle(s) qui est (sont) exacte(s) :;L'acide perchlorique est un acide fort dans le solvant CH3COOH.;La caféine peut être titrée par l'acide perchlorique dans le solvant CH3COOH.;La mise en évidence du point équivalent peut être faite par ampérométrie.;Dans le solvant CH3COOH, la force des acides dits forts dans l'eau diminue.;L'acide acétique en milieu non aqueux peut être dosé dans la pyridine par le méthylate de sodium.;a|b|d|e;4
3af1633dfdf33e438832175f6bd25cb43eed4ff5394fe1e5f75725a8ac7d57af;En 2009, 250 cas d'une maladie X ont été diagnostiqués. Le nombre de cas existant au 1er janvier 2009 et diagnostiqués auparavant est de 750 cas. La population moyenne au 1er juillet est de 10 000 000. Dans cette population, 1 000 personnes sont décédées en 2009, dont 100 dues à la maladie X. Cochez la (les) réponse(s) exacte(s) :;L'incidence de cette maladie en 2009 est de 100 pour 1 000 000 habitants.;L'incidence de cette maladie en 2009 est de 25 pour 1 000 000 habitants.;La prévalence de cette maladie en 2009 est de 100 pour 1 000 000 habitants.;Le taux de mortalité spécifique pour cette maladie X est de 1/100 000.;Le taux de létalité est de 1/10.;b|c|d|e;4
51639af806943bfd3e651e717c392aafb1bf57fb8d0f8028b27c1e8b98562b12;Parmi les propositions suivantes sur les anticancéreux, laquelle (lesquelles) est (sont) exacte(s) :;HYDREA® (Hydroxycarbamide) est un agent alkylant, induisant des modifications covalentes de l'ADN.;Les anthracyclines sont des inhibiteurs de la topoisomérase II ayant une toxicité cardiaque cumulative.;Une chimiothérapie à visée adjuvante est réalisée avant une chirurgie pour réduire la taille de la tumeur.;Cyclophosphamide (ENDOXAN) est un dérivé du platine ayant une toxicité rénale importante;L'anémie macrocytaire est un des effets indésirables du Méthotrexate due à son activité antifolique.;b|e;2
422b43439bf7245f74f9076ac401b8124feb4c95eb49c1987b8dd9914736ae8c;Parmi les propositions suivantes sur la physiologie rénale, indiquez celle(s) qui est (sont) exacte(s) :;L'ADH agit via l'expression membranaire d'une aquaporine;La clairance de la créatinine est le gold standard pour déterminer le débit de filtration glomérulaire.;L'ADH est libérée suite à une baisse de la volémie;Le rein reçoit environ 20 % du débit sanguin total;L'urine est iso-osmotique au plasma dans le glomérule;a|c|d|e;4
550f8b2d3185d7d1318988b9ad0937f111e31112914c10509a2509ceefd1f7eb;Parmi les propositions suivantes concernant l'hémochromatose, indiquez celle(s) qui est (sont) exacte(s) :;L'hémochromatose génétique de type II est la plus fréquente;La mutation C282Y est souvent retrouvée dans l'hémochromatose génétique de type I;La ferritine est diminuée et le coefficient de saturation de la transferrine est augmenté;L'hémochromatose peut être à l'origine d'un diabète et d'une mélanodermie;Il est recommandé aux patients atteints d'hémochromatose de prendre de la vitamine C pour diminuer l'absorption de fer;b|d;2
a1b5702e30706a5778ed55e3ef273d0f4f647c4597bd5616a933cdd9d74c4e6e;Parmi les propositions suivantes sur l'hyper-uricémie, indiquez celle(s) qui est (sont) exacte(s) :;La clairance de l'acide urique est augmentée par l'aspirine à faible dose et diminuée à forte dose.;L'effet indésirable fréquent de la colchicine est la constipation;Probénécide est un uricosurique qui inhibe la réabsorption tubulaire des urates;Rasburicase (FASTURTEC) est un nouveau traitement hypo-uricémiant pouvant être utilisé en 2ème intention dans le traitement de fond de la crise de goutte.;Allopurinol (ZYLORIC) est utilisé en 1ère intention dans le traitement de crise de la crise de goutte.;c;1
4397c2904ba788fd2d739df37d28662ec01db018c8272853e946adc640d39a34;Parmi les propositions suivantes, indiquez celle(s) qui est (sont) exacte(s) : Le syndrome néphrotique se définit par :;Une protéinurie > 3g/L;Une hypoprotidémie < 60g/L;Des oedèmes;Une hypocalcémie;Une hypoalbuminémie < 30 g/L;b|e;2
a3347c29a6c8953d1c3ce00b43be4d5b5e4c66e691280e59c74d98c51783afaf;Parmi les propositions suivantes concernant le SRAA, indiquez celle(s) qui est (sont) inexacte(s) :;La rénine permet la synthèse d'angiotensine II à partir d'angiotensine I;La rénine est synthétisée par les cellules juxta-glomérulaires rénales;L'aldostérone est synthétisée dans la zone glomérulée de la médullosurrénale;La production d'aldostérone est stimulée par l'angiotensine II;Lors d'un hyperaldostéronisme, on observe une hyperkaliémie sur le bilan biologique;a|c|e;3
1c2be7f16c047bc2d70c92fef5c2c29581b893714357ab5ac95004052eb44c9f;Le test de Guthrie permet le dépistage néonatal de différentes pathologies. Cochez la (les) pathologies qui n'est (ne sont) pas dépistée(s) par ce test :;Mucoviscidose;Hyperthyroïdie congénitale;Phénylcétonurie;Drépanocytose;Trisomie 21;b|e;2
e10e08f9e749ed4aa93b09092bba2a7e25ceddac60c4f37ca6f52045f3a5c6e9;46/ Pour quel(s) anti- cancéreux utilisé(s) à forte dose, doit-on réaliser une prémédication par Mesna (UROMITEXAN) ?;Cisplatine;Carboplatine;Doxorubicine;Fluorouracile;Cyclophophosphamide;e;1
6713bd7fdf11de03b0a7334e80ccb6d0be1b54ac662822ac0b4ea28c819ae99f;Parmi ces médicaments, lesquels sont inducteurs enzymatiques :;Ondansétron;Oxcarbamazépine;Acide valproïque;Aprépitant;Efavirenz;b|d|e;3
9a4dbc0ec225a234286cdd8151450cd1a39df5636b840bef7c084b649690ec63;Concernant la sclérose en plaque (SEP), quelles sont les réponses fausses :;La SEP est la première cause de maladie invalidante en France. Elle atteint préférentiellement les femmes entre 20 et 40 ans.;Il existe 3 formes de la maladie : SEP-RR (récurrente-rémittente), SEP-SP (secondairement progressive) et SEP-PP (progressive primaire);Les poussées sont traitées par des corticoïdes en IV. Ce traitement permet une récupération plus rapide mais ne modifient pas l'évolution à long terme.;Mitoxantrone (ELSEP) est une anthracycline orale utilisée en 2ème intention pour le traitement de fond des formes agressive de la sclérose en plaque.;L'acétate de glatiramère (COPAXONE) est le traitement de fond de première intention de la SEP.;d|e;2
5d227a215dcf8ccf916b6eb259eae1d5e11e09b3b5234ca88a3fd07f40e6df47;Parmi les propositions suivantes concernant les entérocoques, laquelle est inexacte :;Ce sont des cocci Gram + de la famille des streptocoques;Ils sont tous résistants aux Céphalosporines de 3e génération;Les plus courants sont Enterococcus faecalis et Enterococcus faecium;Ils sont en général naturellement sensibles à la vancomycine sauf Enterococcus casseliflavus, Enterococcus flavescens et Enterococcus gallinarum.;Enterococcus avium et Entehrobacter cloacae appartiennent à la famille des entérocoques.;e;1
4f605d9e53e41fc96f521992546e133a0b64cf301f4e5d85505787906c6283ba;A l'examen direct d'une ponction lombaire, on retrouve de nombreux polynucléaires neutrophiles (PNN) associés à des diplocoques à GRAM négatif, quel germe peut être soupçonné? :;Cryptococcus neoformans;Neisseria meningitidis;Neisseria gonorrhoeae;Haemophilus inflenzae;Streptococcus pneumoniae;b;1
085c2bf8103e9a71ee08b604044f3d54ce35bf7d48c3a85bdec239a6caeccea3;Parmi les antibiotiques suivants, lequel présente une bactéricidie temps dépendant :;Amikacine;Céfotaxime;Vancomycine;Erythromycine;Azithromycine;a;1
15e485e76600f9c79a9dbe5714af2f1ced40cd209537743596b3319935cc2a26;La vitamine B12, associée au facteur intrinsèque, est absorbée :;Au niveau de l'estomac;Au niveau du duodénum;Au niveau du jéjunum;Au niveau de l'iléon distal;Sur toute la longueur du grêle;d;1
df2a963505f50798859a55085a8cc2f63fe5c8eb2ca670a66cd0c8a261e7f9fe;Parmi les propositions suivantes, laquelle (lesquelles) s'applique(nt) à la maladie de Basedow :;Hypothyroïdie;Exophtalmie;Tachycardie;Sueurs;Constipation;b|c|d;3
662599119c3845f931b1a2e6f29ad1ddac1fb9449bb1eb336a4847edc9a5f791;Parmi les propositions suivantes, quelles sont les anomalies physiopathologiques associées à une insuffisance rénale chronique :;Acidose métabolique;Anémie normocytaire normochrome;Hypercalcémie;Hypophosphorémie;Hypertension artérielle;a|b|e;3
71604fb0367ee35f6c6bad19af4fbe8d7399e8b4f202f688cb00d9cbf4db151e;Parmi les propositions suivantes concernant l'hémoglobine, lesquelles sont justes :;L'hémoglobine A1 est constituée selon l'association suivante : α2δ2;L'hémoglobine foetale F a une affinité pour l'oxygène plus forte que l'hémoglobine A;L'hémoglobine F représente 80% de l'hémoglobine du nouveau-né;L'hémoglobine A2 est normalement présente à un taux de 1% chez l'adulte;L'hémoglobine F est quasi absente chez l'adulte;b|c|d|e;4
184952742aee6cc1a6268a28ad5d4fdc1d6c6ae2148e5cef99ce8de78bd800b5;Parmi les propositions suivantes sur Chlamydia trachomatis, laquelle (lesquelles) est (sont) exacte(s) :;C'est un parasite intracellulaire obligatoire;Il est strictement humain;Le trachome est une infection sexuellement transmissible;La bactérie se cultive sur gélose au sang et facteur de croissance;Le traitement de référence est l'azithromycine en dose unique;a|b|e;3
f5069446ee0847c937741f5b13f7f73d92fbfa09ae2bfbf0485840cd04d95324;"Parmi les propositions suivantes, laquelle (lesquelles) peut (peuvent) s'appliquer à la sérologie suivante de la syphilis : VDRL - ; TPHA - ; FTA-Abs + ; Nelson : -";Début de syphilis primaire;Syphilis secondaire;Cicatrice sérologique - défaut du TPHA;Syphilis tertiaire en cours de traitement;Faux positif;a|c|e;3
f51bb0070e481815e581a51a7236162bb29b84f52178ed5a66c88afbc937d2cb;Parmi les propositions suivantes concernant les molécules du CMH I (Complexe Majeur d'Histocompatibilité I), laquelle est exacte ? :;Ce sont des dimères résultants d'une association covalente;La chaîne lourde beta est formée de 3 domaines;La chaîne alpha est polymorphe;Elles ont une expression restreinte, notamment sur les lymphocytes T et B;Leur expression est augmentée sous l'effet de l'IL-4 et 13;c;1
6214d136388cfa3912b8af19e15c9331d928049bc4b532df50fe7d9fd70f0b45;Parmi les propositions suivantes concernant le myélome multiple, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :;C'est une pathologie rare, touchant plus les hommes que les femmes qui est découverte vers l'âge de 60 ans.;Elle est liée à une prolifération maligne de plasmocytes sanguins;Le thalidomide est utilisé pour le traitement du sujet de plus de 65 ans;La bande étroite retrouvée à l'électrophorèse des protéines est du à l'immunoglobuline monoclonal qui peut être une IgG ou une IgA;Le score de Sokal permet d'évaluer le pronostic de cette pathologie;a|c|d;3
76865f1812fdffc210a76d3a820957dd355e530f170f349a34c10e7beb956567;Quels sont les signes cliniques retrouvés dans l'intoxication par la digoxine ? :;Douleur oculaire;Troubles digestifs;BAV;Hallucinations;Hyperthermie;b|c|d;3
db3894fa118d8bc775128a53fce94d22b478cb9047da33d19b17ad3b1baa70a9;Concernant la régulation de la glycémie, quelle(s) est (sont) la (les) proposition(s) exacte(s) :;Les récepteurs GLUT 2 sont situés dans le foie et dans le pancréas;Les tissus insulinodépendants sont ceux exprimant les GLUT 1, 2, 3 et 5;Dans le foie et le pancréas, il y a une forma particulière de glucokinase : l'hexokinase;La glycogène synthase est active si elle est déphosphorylée;La glycogénolyse est exclusivement hépatique;a|d;2
a70466ffb930bbaa976e89e418ccdc578d22c4407456c4a4eb900a8bf76b4274;Parmi les propositions suivantes, concernant la physiologie des corticosurrénales, laquelle (lesquelles) est (sont) exacte(s):;La zone glomérulée qui est prépondérante produit les androgènes;Les glucocorticoides ont 21 carbones et sont hydroxylés en position 17, 21, et 11;La formation de DHEA est l'étape limitante à la formation de toutes les hormones formées dans les corticosurrénlaes.;Les glucocorticoides activent la lipolyse;L'aldostérone permet la réabsorption de sodium au niveau des tubules distaux du rein;b|d|e;3
dc879e56e6be47feef5970b20758dd30d94c01bdea3b73f725340f464a1f6a02;Parmi les propositions suivantes laquelle (lesquelles) est (sont) des maladies à transmission récessive liée à l'X :;Hémophilie A;Hémophilie B;Beta-thalassémie;Alpha-thalassémie;Mucoviscidose;a|b;2
1432d45629d9b8548982984487d1d0f0b2dc4f6def36b66162c7ed1ec6967294;Les dérivés morphiniques :;La Naloxone est utilisée dans le traitement des intoxications aux morphino-mimétiques;La Naloxone est un agoniste partiel;La Naloxone est un agoniste - antagoniste;La Buprénorphine est un agoniste partiel;La Buprénorphine est un agoniste - antagoniste;a|d|e;3
41281174b40fa62151ca9b2ae06ad9b6956f7b6cfe78e3f6fbe22127f9313648;Parmi les propositions suivantes concernant les fluoroquinolones, indiquez celle(s) qui est (sont) exacte(s) :;Elles agissent en se fixant à la sous-unité 30 S du ribosome;Leur biodisponibilité per os est sensiblement la même que leur biodisponibilité en IV;Elles sont bactéricides et ont une activité temps-dépendante;Elles peuvent provoquer des tendinopathies achiléennes, une photosensibilisation et une altération du cartilage de conjugaison chez les enfants;Elles peuvent être utilisées chez la femme enceinte, sans contre-indication;b|d;2
ca392e5935686a616959011caa3b63b5060ef5e8e45ac90e1c64b443b5d2dee5;Parmi les propositions suivantes concernant l'anguillule, indiquez celle(s) qui est (sont) exacte(s) :;Strongyloides stercoralis est un trématode strictement humain;L'homme est infestée en mangeant des végétaux crus (pissenlits, cresson..);On peut retrouver le syndrome de larva currens, lors des phases d'auto-infestation;L'anguillulose est asymptomatique dans 50% des cas chez l'immunocompétent alors qu'elle provoque une anguillulose maligne, pouvant être fatale, chez l'immunodéprimé;Le traitement de l'anguillulose chez l'immunocompétent repose sur une prise unique d'Ivermectine (STROMECTOL);c|d|e;3
f4246dcb73e0d92130c1c603b609cdfd33dc65487e07ecf5b0197e981e166021;Parmi les propositions suivantes concernant la chromatographie de partage à polarité de phase inversée, indiquez celle(s) qui est (sont) exacte(s) :;La phase mobile est polaire;La phase stationnaire est polaire;La phase stationnaire possède des greffons de type chaine alkyl ou de type phényle;Les solutés sont élués par polarité croissante;Les solutés sont élués par polarité décroissante;a|c|e;3
7ed645391c2e65f749183715530215faa54b0d4405abf231275e97e7e01e0080;Parmi les propositions suivantes concernant les phénomènes de fluorescence, indiquez celle(s) qui est (sont) exacte(s) :;Lors du phénomène, il y a un dégagement de chaleur;L'état excité est dit singulet contrairement à la phosphorescence où il est dit doublet;Il faut utiliser une longueur d'onde supérieure à 250 nm;La durée vie de l'état excité est d'environ une nanoseconde;La spectrofluorimétrie moléculaire est moins spécifique que la spectrophotométrie d'absorption atomique;c|d;2
35d21c9a9878256b8c3727348016fd52c5616c74ae1b646c4ec8ceb92dd007ba;Parmi les antibiotiques suivants, indiquez celui (ceux) qui est (sont) inhibiteurs de l'ADN gyrase ?;Ofloxacine;Norfloxacine;Erythromycine;Rifampicine;Ciprofloxacine;a|b|e;3
e62dd382278b3c58c2f796acfa479bfe9f5fe5ec0576d8cf0592ebae75b9bab5;Parmi les virus suivants, lequel (lesquels) est (sont) enveloppé(s) et à ADN ?;VHA;Grippe;HSV;Papoviridae;CMV;c|e;2
afdc8e35dd361958fd8434dc77617577d4a4c3bfe19c2f526d309354955fb4a8;Quelle(s) est (sont) les proposition(s) exacte(s) parmi les suivantes ? Dans une hépatite B chronique active, on retrouve :;Ag HBs -;Ac anti-HBe -;ADN -;Ac anti HBs -;IgG anti HBc +;b|d|e;3
80730f462da1a5d6c243321c4bffd4c644791bcb3c71ecd05eb0396cb43d3bf8;Parmi les propositions suivantes sur la thyroïde, indiquez celle(s) qui est (sont) exacte(s) :;Les hormones thyroïdiennes sont iodées, hydrophiles et dérivent de la thyronine.;La synthèse de TBG (thyroxine binding globulin) a lieu dans le foie et est stimulée par les oestrogènes.;La T4 est synthétisée intégralement dans la thyroïde tandis que la T3 est formée plutôt de manière périphérique.;Le phénomène d'interconversion permet le passage de la T3 en T4, forme beaucoup plus active.;La TSH augmente la captation de l'Iode par la thyroïde;b|c|e;3
07c98afad4cc37fecfb57a6a94697b7fb1188c604208918e98f0d9b74c5b41d3;Parmi ces médicaments, lequel (lesquels) est (sont) hypokaliémiant(s) :;Ciclosporine;Corticoïdes;Amphotéricine B;Losartan;Spironolactone;b|c;2
98d5070cc2dde1e503652d61538f168a0ebd424edbacdeeae74a78d3a6bdae07;Concernant les antidépresseurs, quelles sont les réponses fausses ?;L'Iproniazide est un IMAO sélectif de type A;Duloxétine est un inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa);Mirtazapine est un inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa);Doxépine est antidépresseur tricyclique;Méprobamate est un antidépresseur tétracyclique;a|c|e;3
fe42ebf88d81af6a8dceb4d24e1980cafaea15f909a995ccf74e402372eefc2f;Concernant les traitements de l'ulcère gastroduodénal, quelles sont les réponses exactes ?;Cimétidine (TAGAMET) agit au niveau du pole basale de la cellule pariétale gastrique.;Pantoprazole est un inhibiteur sélectif et réversible de l'ATPase H+/K+ gastrique.;Ranitidine est une prodrogue qui est ionisée en dérivé actif sous l'effet du pH acide.;Misoprostol a une activité anti sécrétoire et cytoprotectrice;L'ulcère gastroduodénal évolutif à Helicobacter pylori peut être traité par Clarithromycine + métronidazole + oméprazole.;a|d|e;3
92a8462fbb9dc5748c1d874d0157feb338fa4b8254b7f70068ba17f39e3fc4b0;Cochez les réponses vraies concernant les solutés de remplissage vasculaire.;Le ringer lactate est un cristalloïde isotonique ayant un faible pouvoir d'expansion volémique.;L'albumine 20 % est un cristalloïde naturel nécessitant une traçabilité d'administration pour ses risques de transmission virale.;Le Dextran 70 peut être utilisé chez la femme enceinte.;Les hydroxyéthylamidon (HEA) sont les solutés de remplissage vasculaire les plus utilisés.;Les HEA sont susceptibles d'entraîner des troubles de l'hémostase.;a|d|e;3
4484865c30552bcd1e86cebf3eb6ea437ec8c297d8a78ab6b1b3d86fe81a6663;Les médicaments suivants sont des neuroleptiques, sauf un, lequel ?;Flupentixol;Sulpride;Halopéridol;Amoxapine;Metoclopramide;d;1
dc0fed387359af49d8058dfb6cbc7d00d6a489f4495fc433033dcd457dcf5430;Laquelle de ces bactéries n'est pas à gram négatif:;Haemophilus influenzae;Vibrio cholerae;Neisseria meningitidis;Listeria monocytogenes;Legionella pneumophila;d;1
d926a892307bc1f8f10c4e4a7d92b21ef470c0d7ebaa62947afb09f95b6bbbc7;Parmi les propositions pathologies suivantes une seule est une pathologie acquise :;La maladie de Minkowski-Chauffard;La sphérocytose;La drépanocytose;La maladie de Marchiafava-Michelli;La thalassemie;d;1
dce4d11eccd3e5c64a439ad75cc7a1cc84db054b125e2f79dc62d5ebe47d1d59;Parmi les propositions suivantes, quelle est celle qui ne s'applique pas au syndrome des antiphospholipides:;Peut être diagnostiqué de manière fortuite sur un allongement isolé du TCA;La mise en evidence des Ac anti-phospholipides comme les Ac anti β2 GPI se faitpar des techniques immunologique (ELISA);Présente un risque hémorragique important;Le principal diagnostic biologique différentiel est la présence d'un inhibiteur spécifique d'un facteur de la coagulation (non dépendant aux phospholipides);Peut se manifester par des signes obstétriques graves pouvant aller jusqu'à la mort foetale;c;1
8fc9ddf5e584ecbea45cbebaf44035914178725dae9eccb7a2d21d460fd8cddc;Halopéridol (HALDOL) est un neuroleptique de la classe des :;Phenothiazine;Thioxanthene;Benzamide;Butyrophénone;Dibenzodiazepine;d;1
2c006b3154a29c665c42770dbca2a93e8ff1248ba69e23c035052d6985267bc9;Parmi les propositions suivantes sur le Cytomégalovirus, laquelle (lesquelles) est (sont) exacte(s) :;Il possède un ARN bicaténaire, enveloppé;Environ 50% des adultes sont séropositifs en France;La primo-infection est le plus souvent symptomatique;Son caractère pathogène survient surtout chez les femmes enceintes et immunodéprimés;Il persiste à vie de façon latente dans les ganglions sensitifs;b|d;2
043c2b34515dca0f5ec099cde373618f902c82ad5a168fce2c4349ce42a1370a;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) des anti-infectieux utilisables chez la femme enceinte :;Fluoroquinolones;Ganciclovir;Amoxicilline;Bactrim ® = Cotrimoxazole;Nitrofurantoïne;c;1
fde1f267d34094504381e776d3d2bce3ce6f264821da8cf47f8fe798d94bad36;Cochez la (ou les) cause(s) possible(s) de thrombopénie :;Perfusions massives;Hypertension portale;Leucémie lymphoide chronique;Paludisme;CIVD;a|b|c|d|e;5
35dfa28a284cb64233a2d9123ebf389b353cd3ef54ed0215f34f5ab22f7962e8;Parmi les virus suivant lequel (lesquels) est (sont) des virus à ADN encapsulés:;Herpes simplex virus;Papillomavirus;Virus de l'hépatite B;Virus de l'hépatite C;Epstein Barr Virus;a|c|e;3
48b21c148090a0d4fdb98aae47d4ced41ceca6118780bd81a8fdc3363b5895d7;Parmi les propositions suivantes concernant le virus de l'hépatite B, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :;Il y a un passage à la chronicité dans environ 80% des cas;Le passage à la chronicité est définit par la présence de l'Ag HBs pendant plus de 6 mois dans le sérum;Il n'existe pas de formes fulminantes;C'est un virus à ADN;La vaccination du personnel de santé est conseillée;b|d;2
4594048f94a10cec544408fee8777af1655f7f6b57fcbdbd2ff9d0804a872473;Parmi les affirmations suivantes caractérisant la spectrophotométrie, une seule est vraie. Laquelle ?;La spectrophotométrie UV visible est une spectrophotométrie d'émission;En spectrophotométrie d'émission, on n'excite pas les molécules;En fluorimétrie, l'excitation est produite par la chaleur;En spectrophotométrie moléculaire UV visible, les molécules sont en solution;la lampe au deutérium est idéale pour la fluorimétrie;d;1
c8adbfbbd48a0db548d643035c83c63c69a844749fa3bcf45183805f49d40662;Parmi les marqueurs suivants, lequel n'est pas un marqueur de formation osseuse ?;Cross-laps;PAL;Ostéocalcine;Peptide N-terminal du procollagène I;Peptide C-terminal du procollagène I;a;1
2bdbec6120a30324c12941a9fe1a56266a735fe221e5aa54fbc72cfc0742f87e;La sérotonine est le (la) :;5-hydroxy tryptophane;5-hydroxy tryptamine;5,6-dihydroxy phénylalanine;5,6-dihydroxy tryptophane;5,6-dihydroxy tyrosine;b;1
02a9535c6abe8498bd9ca8fc938ff8ea613baeb3f4aaf683c0b5381684b2d792;Parmi les milieux suivants, quel est celui utilisé pour isoler Salmonella Typhimurium à partir de selles?;Chapman;CCFA;Bordet-Genou;Hektoen;Esculine;d;1
416252921b58b54b7f9747bec5b42c984272b18f2913e588e2965f0bfe6fe91d;Après ingestion de viande bovine contaminée, au bout de combien de temps l'hôte définitif éliminera t'il des anneaux mûrs de Taenia saginata ?;Jamais;8 jours;15 jours;1 mois;3 mois;e;1
0b1e9fb8314a14360cd3872f85f300600f905b6ae32891e336a8ca4130022027;L'apoprotéine B100 est retrouvée dans la (les) élément(s) suivant(s) :;Chylomicrons;VLDL;IDL;LDL;HDL;b|c|d;3
2f173a7ad43f36c3081f97d8a591debf12ccdb647268b3897d660ae9886cecf9;Les séquestrant des acides biliaires :;Permettent de diminuer le LDL-cholestérol et les triglycérides;Agissent plus rapidement par voie IV que par voie orale mais ont une durée d'action plus brêve;Echangent des ions K+ contre des acides biliaires;Peuvent être la cause d' une hypovitaminose D;Peuvent être la cause d'une anémie macrocytaire;d;1
b1243f576bf08b29df8d97f3aae2f0447fbbb5bd1affea3c29a395eff9094232;Parmi les affections suivantes, quelle(s) est (sont) celle(s) qui peu(ven)t se compliquer d'une coagulation intravasculaire disséminée :;La septicémie a S. aureus;Leucémie aiguë promyélocytaire;Décollement prématuré du placenta;Purpura thrombopénique auto-immun;Cancer de la prostate métastasé;a|b|c|e;4
37c5295bad5221f4a2a37a7d3fde12666903db5f30ac4e1d2579e7b7fadd7b4b;Peuvent augmenter la vitesse de sédimentation :;La grossesse;Les gammapathies monoclonales;Les polyglobulies;Les hypercholestérolémies majeures;Les corticoïdes;a|b|d;3
563bef317246d11c1439981c41461423ea37c3775c611c0502150d51ca07063b;A propos des inhibiteurs de la coagulation:;L'antithrombine inhibe le facteur IX;Le complexe thrombine-thrombomoduline active la protéine C;Un déficit constitutionnel en antithrombine s'accompagne d'un syndrome hémorragique spontané;La synthèse des protéines C. et S est hépatique et vitamine K dépendante;Le TFPI inhibe les facteurs Va et VIIIa;b|d;2
1b5ba08d9497b81f2d31e4e6f1091252159440e95b935d959e4639bc1bdc5b5a;Parmi les propositions suivantes concernant les vaccins, indiquez celle(s) qui est (sont) exacte(s) :;Les vaccins anti-haemophilus et anti-pneumocoques sont des vaccins conjugués;Les vaccins anti-ROR, BCG, varicelle et les deux contre la poliomyélite sont des vaccins vivants.;Le schéma vaccinal du vaccin contre la grippe est le suivant : 1 injection IM ou SC à renouveler une fois /an;Seul le DTP est obligatoire en France pour la population générale;Une infection fébrile sévère contre-indique la vaccination contre le tétanos suite à une blessure;a|c|d;3
b150116b2d456299149c5344358c96d1e249c8510475220de25930afbadef769;Parmi les propositions suivantes laquelle ou lesquelles sont des manifestations cliniques de l'intoxication à la cocaïne :;Hypotension;Myosis;Convulsion;Hyperthermie;Trismus;c|d|e;3
